title,description,short_description,category,stock,price,regular_price,sales_price,weight,length,width,height,sku,picture,tags,tax_status,tax_class
Islamic Manners Activity Book ,"Learn a selection of Arabic prayers and expressions while having fun! 60+ pages of imaginative activities, puzzles, word searches, colouring pages, dot-to-dots and matching cards that will occupy and entertain children for hours.",,Books->The Quran,10,17.95,17.95,17.95,0.64,,,,9.78086E+12,9780860374633.jpg,Paperback|The Islamic Foundation|2011|60|The Islamic Foundation|5+,non-taxable,zero-rate
Islamic Manners Poster (set of 2),"Set of 2 posters, colourfully illustrating 16 scenarios to understand and learn Islamic Manners. First in our series of Islamic Manners products.",,Books->The Quran,10,10.95,10.95,10.95,0.54,,,,,,Posters|The Islamic Foundation|2009|2|The Islamic Foundation,non-taxable,zero-rate
The Muslim World Map (English),The Muslim World Map (English) Revised in 2005 is colour coded to show the population of Muslims around the world. 100cm x 70cm. Full colour,,Books->The Quran,10,10.95,10.95,10.95,0.62,,,,,,Map|The Islamic Foundation|2005|1|The Islamic Foundation,non-taxable,zero-rate
Muslim Civilization - The cause for decline and the need for reform-PB,Muslim civilisation has experienced an overall decline during the last five centuries after having undergone a long period of prosperity and comprehensive development. Dr Chapra in this penetrating study has tried to examine the root causes and then discussed a reform programme that could help reverse the cycle of decline,,Books->The Quran,10,10.95,10.95,10.95,0.47,,,,9.78086E+12,9780860374619.jpg,Paperback|Umer Chapra|2007|224|The Islamic Foundation,non-taxable,zero-rate
A School Girls Hero,"For a couple of days the same question continued puzzling Anum; ""Who do I aspire to be like?"" Then, whilst she was busy helping her mum with chores it suddenly came to her. It now seemed so obvious, and she couldn't believe it hadn't come to her earlier. She told her family about her idea and they were all really impressed. but Anum then began having second thoughts... ",,Books->The Quran,10,17.95,17.95,17.95,0.61,,,,9.78086E+12,9780860374213.jpg,Hardback|Umm Aamina|2007|28|The Islamic Foundation|8+,non-taxable,zero-rate
Gaza Stay Human,"With an introduction by world renown Israeli academic Ilan Pappe, Vittorio Arrigonis book Gaza Stay Human vividly brings to life an eyewitness account of the 23 days of Operation Cast Lead. The bloody Israeli offensive against the Gaza strip which took place between 27th December 2008 and 18th January 2009. Vittorios daily dispatches were written in precarious conditions, between bombing raids and intermittent internet access.</p>  <p>Vittorio was tragically kidnapped and murdered in Gaza in April 2011. His words continue to inspire people around the world and his motto  Stay Human lives on forever.</p>",,Books->The Quran,10,10.95,10.95,10.95,0.48,,,,9.78185E+12,9781847740199.jpg,Paperback|Vittorio Arrigoni|2010|184|Kube Publishing ,non-taxable,zero-rate
Hassan and Aneesa Go To Madrasa ,"Hassan and Aneesa are going to madrasa. At madrasa they will meet new friends and learn about Islam. Follow them as they get ready and go, for the first time, to madrasa.  Hassan and Aneesa series is designed to introduce young children to a range of new places. They are colourfully designed and simply written and will guide children through a range of new experiences.",,Books->The Quran,10,17.95,17.95,17.95,0.59,,,,9.78086E+12,9780860374596.jpg,Paperback|Yasmeen Rahim|2011|16|The Islamic Foundation|2+,non-taxable,zero-rate
Hassan and Aneesa Go to Masjid ,Hassan and Aneesa series is designed to introduce young children to a range of Muslim places. They are colourfully designed and simply written and will guide children through a range of new experiences.,,Books->The Quran,10,10.95,10.95,10.95,0.46,,,,9.78086E+12,9780860375210.jpg,Paperback|Yasmeen Rahim|2012|28|The Islamic Foundation|2+,non-taxable,zero-rate
I Can Make Dua Anywhere,"I Can Make Dua Anywhere!"" brings into relief the Islamic teaching that we should always turn to Allah, seeking His help and thanking Him for His numerous favours to us. Making Dua makes our life more meaningful and satisfying. Includes 11 colour illustrations.",,Books->The Quran,10,17.95,17.95,17.95,1.36,,,,9.78086E+12,9780860373247.jpg,Boardbook|Yasmin Ibrahim|2005|15|The Islamic Foundation|3+,non-taxable,zero-rate
I Can Read The Quran (Almost)  Anywhere!,This book focuses on the importance of studying the Qur'an in Islam. Its study makes us realise all the more the countless gifts of Allah to us. ,,Books->The Quran,10,10.95,10.95,10.95,0.46,,,,9.78086E+12,9780860373094.jpg,Boardbook|Yasmin Ibrahim|2004|15|The Islamic Foundation|3+,non-taxable,zero-rate
I Can Say Bismillah Anywhere,"I Can say Bismillah Anywhere!  instructs us  that we should remember Allah all the time, no matter what we do. Since Allah has created everything in the world, we should think of Him in all our actions. Includes 11 colour illustrations ",,Books->The Quran,10,10.95,10.95,10.95,0.46,,,,9.78086E+12,9780860373148.jpg,Boardbook|Yasmin Ibrahim|2005|15|The Islamic Foundation|3+,non-taxable,zero-rate
I Can Wear Hijab Anywhere,"This book explains that Hijab, which Islam prescribes for girls and women, is not some obstruction, preventing them from leading life in a natural way. While observing this norm a Muslim girl can participate in all activities. ",,Books->The Quran,10,17.95,17.95,17.95,0.59,,,,9.78086E+12,9780860373193.jpg,Boardbook|Yasmin Ibrahim|2004|15|The Islamic Foundation|3+,non-taxable,zero-rate
A Journey Through Islamic History: A Timeline of Key Events ,"A Journey through Islamic History tells you all you ever wanted to know about the history of the Muslim world from the Prophet Muhammad to Malcolm X in a short, accessible and lavishly-illustrated format.  Suitable for students of all ages. Includes Seven chronological essays covering 1500 years of history. With over 175 pictures, illustrations and maps. A comprehensive timeline with over 500 entries. Textboxes featuring important personalities, key events and major ideas.A must for every library, college, school and home.",,Books->The Quran,10,17.95,17.95,17.95,0.59,,,,9.78185E+12,9781847740281.jpg,Hardback|Yasminah Hashim | M. Abdul Jabbar Beg|2012|164|Kube Publishing ,non-taxable,zero-rate
Justice: Islamic and Western Perspectives,"Justice: Islamic and Western Perspectives. Meant for the general reader, this book gives a historical expose of the Western definitions of justice - mainly economic and social justice - from Plato to the modern day and compares it with the Islamic concept of justice. He draws upon the fundamental and central concepts of the Quran to the permanence and universality of that concept. He shows that the combination of adl (justice), qist (equity) and mizan (balance) goes towards creating that notion in comparison to the shifting definition of the Western conception which depends on which ideology is dominant.",,Books->The Quran,10,10.95,10.95,10.95,0.65,,,,9.78086E+12,9780860375906.jpg,Paperback|Zafar Iqbal|2007|80|The Islamic Foundation,non-taxable,zero-rate
Return of the Pharaoh: Memoirs in Nasirs Prison,"An inspirational and motivational account of a leading woman figure of the Islamic movement who was falsely accused in 1965 of conspiring to kill Jamal Abd al-Nasir, the President of Egypt. ",,Books->The Quran,10,17.95,17.95,17.95,0.85,,,,9.78086E+12,9780860372400.jpg,Paperback|Zainab al-Ghazali|1992|213|The Islamic Foundation,non-taxable,zero-rate
Muhammad: Aspects of His Biography,"Heavily illustrated, this thrilling text gives some absorbing glimpses of the gloriously rich life of the Prophet, inspiring young people to emulate the best man that ever walked on Gods earth.",,Books->Women & Family,10,8.95,8.95,8.95,0.41,,,,9.78086E+12,9780860370239.jpg,Paperback|Zaiuddin Sardar|1982|64|The Islamic Foundation|12+,non-taxable,zero-rate
Sunshine at Madinah,"A sequel to, 'The Life of the Prophet in Makkah' and 'Hijra', it presents the life of the Prophet in Madinah from a new perspective, highlighting the nature and characteristics of the society and the state he was able to establish. The book contains a vivid description of the inspiring and moving events that took place in Madinah during the last ten years of the Prophet's mission. The outstanding feature of this book is that the author looks at the life of the Prophet through the prism of the Qur'an keeping in mind contemporary problems of Muslim society.",,Books->The Quran,10,7.95,7.95,7.95,0.38,,,,9.78086E+12,9780860371960.jpg,Paperback|Zakaria Bashier|1990|232|The Islamic Foundation,non-taxable,zero-rate
The Life of the Prophet in Makkah (Makkan Crucible),"Based on original Arabic sources and modern writings on the Seerah. This is a powerful restatement of the Makkan life of the Prophet and a searching analysis of the Jahiliyyah, environment in which the blessings of Islam produced a generation of people who not only became fine embodiment of human conduct, but typified the highest virtues of faith and endurance.",,Books->Children->Contemporary Fiction,10,2.95,2.95,2.95,0.11,,,,9.78086E+12,9780860373919.jpg,Paperback|Zakaria Bashier|1991|240|The Islamic Foundation,non-taxable,zero-rate
War and Peace in the Life of the Prophet Muhammad,"War and Peace in the Life of the Prophet Muhammad (peace be upon him), seeks to bring into sharper focus the relevance of the Prophets exemplary life in our times. In doing so, the misperception is allayed that Islam is inextricably linked with violence. That Islam preaches and practises the ideals of peaceful coexistence and freedom of faith is brought home with reference to the elucidation of the Quranic verses which allow Muslims to wage war, if necessary. The same truth is illustrated by analyzing the Prophets conduct in war and his measures for ensuring peace. All the major battles in the early history of Islam are studied in the wider context of Islamic teachings on war and peace.",,Books->Contemporary Politics,10,4.95,4.95,4.95,0.22,,,,9.78086E+12,9780860375203.jpg,Paperback|Zakaria Bashier|2005|300|The Islamic Foundation,non-taxable,zero-rate
War and Peace in the Life of the Prophet Muhammad,"War and Peace in the Life of the Prophet Muhammad (peace be upon him), seeks to bring into sharper focus the relevance of the Prophets exemplary life in our times. In doing so, the misperception is allayed that Islam is inextricably linked with violence. That Islam preaches and practises the ideals of peaceful coexistence and freedom of faith is brought home with reference to the elucidation of the Quranic verses which allow Muslims to wage war, if necessary. The same truth is illustrated by analyzing the Prophets conduct in war and his measures for ensuring peace. All the major battles in the early history of Islam are studied in the wider context of Islamic teachings on war and peace.",,Books->Contemporary Politics,10,7.99,7.99,7.99,0.35,,,,9.78086E+12,9780860375159.jpg,Hardback|Zakaria Bashier|2005|300|The Islamic Foundation,non-taxable,zero-rate
A Prayer at Bedtime,"Tigers, giant waves and other fears haunt little Abdullah. A fascinating and imaginative story of how a family help their little boy to overcome frightening dreams and nightmares through the power of prayer.",,Books->Hadith & Seerah,10,9.95,9.95,9.95,0.42,,,,9.78086E+12,9780860375609.jpg,Hardback|Zaynab Dawood|2006|29|The Islamic Foundation|5+,non-taxable,zero-rate
Burning Boats,"Tobay is a small fishing hamlet on a tropical coast which provides a modest though reliable provision for the local villagers. The villager has always been a peaceful and safe place, however life has become disrupted by a power hungry individual, Abbas. Abbas resorts to threats, bribery and violence to fulfill his selfish desires to take control of the harbour and the surrounding farmland. The people of the village both old and young rise to this challenge courageously but will their faith, wisdom and perseverance against all odds be enough to win the battle...",,Books->Hadith & Seerah,10,17.95,17.95,17.95,0.53,,,,9.78086E+12,9780860374770.jpg,Paperback|Zaynab Dawood|2009|148|The Islamic Foundation|12+,non-taxable,zero-rate
Our Grandma,"A delightful story which captures the special relationship between two children and their beloved Grandma. Surrounded by nature, Grandma teaches them how to appreciate Allah's creation. The family are very happy until one day …  includes 20 colour illustrations",,Books->Children->Fiction - Read Aloud,10,4.99,4.99,4.99,0.36,,,,9.78086E+12,9780860374008.jpg,Hardback|Zaynab Dawood|2005|29|The Islamic Foundation|5+,non-taxable,zero-rate
Islam Poverty And Income Distribution,Portrays the Islamic approach to issues of poverty and income distribution in the perspective of Islam's overall scheme for the establishment of a just socio-economic order.,,Books->Children->Islamic Beliefs,10,4.99,4.99,4.99,0.36,,,,9.78086E+12,9780860372134.jpg,Hardback|Ziauddin Ahmad|1991|112|The Islamic Foundation,non-taxable,zero-rate
Islam Poverty And Income Distribution ,Portrays the Islamic approach to issues of poverty and income distribution in the perspective of Islam's overall scheme for the establishment of a just socio-economic order.,,Books->Comparative Religion,10,3.95,3.95,3.95,0.18,,,,9.78086E+12,9780860372127.jpg,Paperback|Ziauddin Ahmad|1991|112|The Islamic Foundation,non-taxable,zero-rate
A Simple Guide to Prayer (CD),"This CD will assist towards understanding the meaning of Prayer, its form and significance as well as learning how to perform it. Arabic read by Abdur Rahim Scott, Saukani Amron, Ismail Hewitt and Abdul Jabbar Al-Toma. English by Ibrahim Hewitt and Batool Al-Toma.",,Books->Hadith & Seerah,10,1.95,1.95,1.95,0.04,,,,,,CD|The Islamic Foundation,non-taxable,zero-rate
Muslim Stories for Children (7CD Album),"CD1: Love at Home - A Great Friend of Children<BR>CD2: Stories of the Caliphs - Love All Creatures<BR>CD3: The Persecutor Comes Home - The Brave Boy<BR>CD4: The Long Search - The Longing Heart<BR>CD5: The Kingdom of Justice - Love Your God<BR>CD6: Love Your Brother, Love Your Neighbour - The Desert Chief<BR>CD7: The Wise Poet - Stories of the Broken Idol and the Jewish Rabbi<BR><BR><EM><STRONG>Stories Written by: </STRONG>Khurram Murad &amp; M.S Kayani<BR><STRONG>Introduced by:</STRONG></EM> <EM>Ibrahim B.&nbsp;Hewitt</EM><BR><EM><STRONG>Narrated By:</STRONG> Zia Mohyeddin, Yusuf Islam, Maryam Davies<BR><BR>Muslim Stories for Children</EM> is a series of audio CD&#39;s, it&nbsp;accompanies the popular set of 14 Children&#39;s Story books by Khurram Murad and M.S Kayani. <BR><BR><STRONG>Comes in a presentation storage box.</STRONG></FONT></P>",,Books->The Quran,10,3.95,3.95,3.95,0.2,,,,,,CD|The Islamic Foundation,non-taxable,zero-rate
